受信日：8/1-9/17,,,,,,,,,,,,
No,受付年度,受付課,受付番号,状態,受信日,情報名,登録地点,路線名,対応種別,完了年月日,緯度,経度
1315,2025,清水道路整備課,1813,依頼済,2025年9月9日,Co蓋割れ,静岡市清水区桜橋町6-28,桜橋町追分二丁目２号線,側溝,,35.0135526,138.4757965
1316,2025,葵南道路整備課,1868,対応中,2025年9月9日,L型側溝の補修要望について,静岡市葵区竜南一丁目６,千代田不動前３号線,,,34.9962286,138.3961673
1317,2025,駿河道路整備課,1882,完了,2025年9月9日,縁石に乗り上げた,静岡市駿河区聖一色,曲金国吉田線,,2025年9月9日,34.98782629,138.4311035
1318,2025,駿河道路整備課,1884,未対応,2025年9月9日,排水能力が悪い,静岡市駿河区豊田３丁目４,東町豊田線,,,34.96687011,138.4089276
1319,2025,駿河道路整備課,1883,完了,2025年9月9日,道路の傷み,静岡市駿河区高松,浜街道線,,2025年9月11日,34.94551232,138.414746
1320,2025,清水道路整備課,1812,完了,2025年9月9日,【台風15号No.85】堆積土砂,静岡市清水区港南町22-6,駒越山ノ手８号線,,2025年9月16日,34.97527073,138.4885226
1321,2025,駿河道路整備課,1881,未対応,2025年9月9日,水はけが悪い,静岡市駿河区中島,国道150号,,,34.93989631,138.3953745
1322,2025,駿河道路整備課,1880,完了,2025年9月9日,照明灯が点灯したまま,静岡市駿河区下島,浜街道線,,2025年9月17日,34.9446025,138.4120719
1323,2025,清水道路整備課,1824,対応中,2025年9月9日,【台風15号No.86】側溝に土砂が溜まっている,静岡市清水区村松,竜華寺下１号線,,,34.98748284,138.4874654
1324,2025,駿河道路整備課,1879,依頼済,2025年9月9日,(台風１５号)焼津側冠水による150号通行止め,静岡市駿河区広野３丁目８,静岡御前崎自転車道線,,2025年9月5日,34.93054995,138.3708635
1325,2025,清水道路整備課,1810,完了,2025年9月9日,【台風15号№17】冠水,静岡市清水区鳥坂,長崎鳥坂１号線,,2025年9月9日,35.01471021,138.4359631
1326,2025,葵南道路整備課,1815,完了,2025年9月9日,防臭弁が外れている,静岡市葵区若松町,若松町水道町線,構造物,2025年9月10日,34.97912087,138.36677
1327,2025,駿河道路整備課,1877,完了,2025年9月9日,道路(舗装の穴など),静岡市駿河区高松２丁目１６,高松３号線,,2025年9月9日,34.95049008,138.4231387
1328,2025,駿河道路整備課,1932,依頼済,2025年9月10日,側溝(破損・蓋のガタツキなど),静岡市駿河区馬渕４丁目１０,馬渕四丁目４号線,側溝,,34.96027382,138.3917561
1329,2025,駿河道路整備課,1931,未対応,2025年9月10日,側溝(破損・蓋のガタツキなど),静岡市駿河区馬渕４丁目１０,馬渕四丁目４号線,,,34.96034021,138.3918688
1330,2025,駿河道路整備課,1928,完了,2025年9月10日,動物死骸,静岡市駿河区馬渕１丁目１１-22,馬渕一・二丁目線,動物死骸,2025年9月10日,34.96642376,138.3846968
1331,2025,葵南道路整備課,1849,完了,2025年9月10日,道路(舗装の穴など),静岡県静岡市葵区池ヶ谷東１－１,安東中央幹線,As穴,2025年9月12日,35.00471928,138.3828148
1332,2025,清水道路整備課,1865,完了,2025年9月10日,【台風15号No.93】冠水,静岡市清水区宮加三,大橋川通り線,,2025年9月12日,34.99004167,138.4937053
1333,2025,駿河道路整備課,1930,対応中,2025年9月10日,道路(舗装の穴など),静岡県静岡市駿河区丸子三丁目２－Ｈ,丸子尻高団地７号線,,,34.947039,138.353714
1334,2025,葵南道路整備課,1848,完了,2025年9月10日,動物の死骸,静岡市葵区上足洗三丁目１３,千代田麻機線,動物死骸,2025年9月11日,34.99740584,138.3951822
1335,2025,駿河道路整備課,1927,完了,2025年9月10日,AS穴,静岡市駿河区丸子新田,(市)手越東新田丸子新田線,,2025年9月17日,34.95548592,138.3678419
1336,2025,清水道路整備課,1863,未対応,2025年9月10日,落下物　ゴム,静岡市清水区清開２丁目２,国道150号,,,34.99541115,138.4948571
1337,2025,駿河道路整備課,1926,対応中,2025年9月10日,樹木伐採,静岡市駿河区栗原,東名側道国吉田大谷線,,,34.98799915,138.4359313
1338,2025,清水道路整備課,1862,未対応,2025年9月10日,市道への排水口がつまり冠水,静岡市清水区有東坂,今泉有東坂線,,,35.00335483,138.463997
1339,2025,駿河道路整備課,1925,依頼済,2025年9月10日,側溝清掃,静岡市駿河区小鹿１丁目３２,小鹿富士白住宅１１号線,側溝,,34.97778597,138.4165953
1340,2025,清水道路整備課,1861,未対応,2025年9月10日,【道路施設損傷事故No.71】ガードレール,静岡市清水区江尻台町２３－６付近,江尻台町能島線,,,35.02394783,138.4717944
1341,2025,駿河道路整備課,1924,完了,2025年9月10日,As穴,静岡市駿河区八幡２丁目２,静岡環状線,As穴,2025年9月12日,34.96939026,138.3951085
1342,2025,清水道路整備課,1859,依頼済,2025年9月10日,【台風15号No.92】転石・落葉,静岡市清水区山原,山原５号線,,,35.0491847,138.4637593
1343,2025,清水道路整備課,1858,依頼済,2025年9月10日,側溝蓋補修,静岡市清水区神田町12-30,神田町８号線,,,35.00529618,138.4789472
1344,2025,清水道路整備課,1860,未対応,2025年9月10日,いつも崩土のあるところに改善指導等できないか,静岡市清水区駒越,駒越山ノ手１７号線,,,34.97850791,138.4856092
1345,2025,葵南道路整備課,1846,未対応,2025年9月10日,民地から草が出てきている,静岡市葵区建穂二丁目８,赤道,除草,,34.98571844,138.3411188
1346,2025,駿河道路整備課,1923,未対応,2025年9月10日,側溝に隙間有り,静岡市駿河区聖一色,聖一色池田３号線,,,34.98577121,138.4304667
1347,2025,葵南道路整備課,1847,依頼済,2025年9月10日,【問い合わせホーム】倒木,静岡市葵区瀬名四丁目５,上土長尾線,その他,,35.0180067,138.4167348
1348,2025,葵南道路整備課,1845,依頼済,2025年9月10日,側溝から水があふれる,静岡市葵区川合二丁目１－６８,川合社口１号線,側溝,,35.00147012,138.4188081
1349,2025,駿河道路整備課,1922,未対応,2025年9月10日,側溝一部破損,静岡市駿河区小鹿,小鹿９号線,,,34.97410678,138.4269027
1350,2025,葵南道路整備課,1843,未対応,2025年9月10日,As穴,静岡市葵区新間９１３－４６,新間源田川２号線,As穴,,34.98999406,138.3070578
1351,2025,葵南道路整備課,1844,完了,2025年9月10日,ネットフェンスが倒れている,静岡市葵区昭府二丁目３２,昭府町１号線,,2025年9月10日,35.00145491,138.372007
1352,2025,葵南道路整備課,1842,未対応,2025年9月10日,As穴,静岡市葵区新間903-2,新間源田川３号線,As穴,,34.99051313,138.3080022
1353,2025,葵南道路整備課,1841,未対応,2025年9月10日,グレーチングの交換,静岡市葵区新間１３６０－１,新間大沢口１号線,側溝,,34.9952999,138.3103144
1354,2025,清水道路整備課,1856,対応中,2025年9月10日,ＡＳ穴,静岡市清水区梅ヶ谷,蜂ケ谷梅ケ谷２号線,,,35.03941037,138.4534588
1355,2025,駿河道路整備課,1919,完了,2025年9月10日,照明灯にぶつけた,静岡市駿河区東静岡２丁目５,東静岡中央線,,2025年9月17日,34.98500194,138.4174935
1356,2025,葵北道路整備課,116,依頼済,2025年9月10日,道路(舗装の穴など),静岡県静岡市葵区幸庵新田１５７,幸庵新田４号線,舗装,,35.01994726,138.3501672
1357,2025,清水道路整備課,1857,依頼済,2025年9月10日,【台風15号No.90】道路陥没,静岡市清水区西久保274-7,田町西久保線,,,35.0324141,138.4887865
1358,2025,駿河道路整備課,1956,完了,2025年9月10日,側溝の穴を塞いでほしい。,静岡市駿河区広野１丁目２１,(市)広野一丁目みずほ五丁目線,,2025年9月12日,34.93519233,138.3667778
1359,2025,葵南道路整備課,1840,未対応,2025年9月10日,ゴミが水路に落ちてしまう,静岡市葵区古庄三丁目２２,古庄２号線,,,34.99384618,138.4203927
1360,2025,駿河道路整備課,1918,対応中,2025年9月10日,(台風15号)150号から水が敷地内に入ってくる,静岡市駿河区中島,国道150号,,,34.93940691,138.3944252
1361,2025,駿河道路整備課,1920,完了,2025年9月10日,【市民の声】西島の大雨の際の洪水浸水の対策,静岡市駿河区西島,私道,,2025年9月17日,34.94378108,138.4069698
1362,2025,葵南道路整備課,1839,未対応,2025年9月10日,カーブミラー支障木(葵0347),静岡市葵区羽鳥一丁目１５－２０,羽鳥建穂１号線,,,34.98172308,138.3464404
1363,2025,清水道路整備課,1855,未対応,2025年9月10日,大雨時に通行止めにしてほしい,静岡市清水区神田町１４ー１０,月見町神田町線,,,35.0040784,138.4790991
1364,2025,清水道路整備課,1864,依頼済,2025年9月10日,【台風15号No.91】草薙川からの流木,静岡市清水区楠新田,草薙楠１号線,,,35.00671293,138.4436554
1365,2025,駿河道路整備課,1916,依頼済,2025年9月10日,カーブミラーの角度,静岡市駿河区中島,中島２３号線,カーブミラー,,34.93847889,138.4008448
1366,2025,駿河道路整備課,1917,完了,2025年9月10日,道路(舗装の穴など),静岡市駿河区大谷,静岡大学前線,舗装,2025年9月12日,34.96581317,138.4287757
1367,2025,葵南道路整備課,1838,未対応,2025年9月10日,【道路施設損傷事故】ガードパイプ損傷,静岡市葵区安倍町３,井川湖御幸線,事故,,34.98053869,138.3755312
1368,2025,葵南道路整備課,1837,完了,2025年9月10日,【お問い合わせフォーム】路面標示,静岡市葵区紺屋町外,呉服町通線　他,その他,2025年9月10日,34.97349321,138.3852332
1369,2025,葵南道路整備課,1836,未対応,2025年9月10日,歩道の雑草について,静岡市葵区天王町１,駒形通二丁目川辺町二丁目線,,,34.96815699,138.3794044
1370,2025,清水道路整備課,1854,未対応,2025年9月10日,カーブミラーと一時停止の設置,静岡市清水区長崎,長崎１２号線,,,35.01649143,138.444413
1371,2025,駿河道路整備課,1915,完了,2025年9月10日,落葉の堆積,静岡市駿河区大谷,静岡大学２号線,その他,2025年9月11日,34.96047419,138.4279829
1372,2025,葵南道路整備課,1835,未対応,2025年9月10日,植え込みから砂が家に入る,静岡市葵区安西五丁目,安西柳町線,,,34.97635667,138.3627608
1373,2025,清水道路整備課,1853,完了,2025年9月10日,セットバックしてあるところの舗装要望,静岡市清水区有東坂１丁目2215-22,船原一丁目有東坂二丁目線,,2025年9月12日,35.00757327,138.4673473
1374,2025,駿河道路整備課,1914,依頼済,2025年9月10日,カーブミラーにかかっている木を切ってほしい。,静岡市駿河区馬渕１丁目１１,（一）南安倍町曲金一丁目線,除草,,34.96629459,138.3848432
1375,2025,葵南道路整備課,1833,未対応,2025年9月10日,街路樹で視界が阻害されている,静岡市葵区牧ケ谷,奈良間手越線,,,34.97090712,138.3486215
1376,2025,清水道路整備課,1852,完了,2025年9月10日,側溝の蓋から鉄筋が出ているため危険,清水区今泉１７２,私道,,2025年9月10日,35.00364807,138.4659962
1377,2025,葵南道路整備課,1834,未対応,2025年9月10日,道路のへこみ,静岡市葵区山崎一丁目１４－８,山崎新田区画２１号線,舗装,,34.97665555,138.3540268
1378,2025,駿河道路整備課,1913,完了,2025年9月10日,穴ぼこ,静岡市駿河区登呂６丁目２,静岡下島線,As穴,2025年9月11日,34.95374252,138.4058712
1379,2025,清水道路整備課,1851,依頼済,2025年9月10日,陥没,静岡市清水区山切,草ケ谷吉原線,陥没,,35.06784398,138.4834704
1380,2025,駿河道路整備課,1912,依頼済,2025年9月10日,舗装,静岡市駿河区小鹿,山脇大谷線,,,34.97089608,138.426115
1381,2025,葵南道路整備課,1832,完了,2025年9月10日,【道路施設損傷事故】縁石擦過痕,静岡市葵区沓谷六丁目１５－６,沓谷古庄巴川排水路線,事故,2025年9月12日,34.99426783,138.4135304
1382,2025,駿河道路整備課,1958,未対応,2025年9月10日,（台風１５号）大雨で浸水したので対策をお願いしたい。,静岡市駿河区向敷地３丁目２５,手越丸子線,,,34.95504858,138.3572848
1383,2025,駿河道路整備課,1911,完了,2025年9月10日,As穴,静岡市駿河区中田本町１７,中野小鹿線,As穴,2025年9月10日,34.95492679,138.3958886
1384,2025,駿河道路整備課,1909,完了,2025年9月10日,ポストコーン破損,静岡市駿河区西脇,大浜街道線,その他,2025年9月12日,34.94575602,138.4004957
1385,2025,駿河道路整備課,1910,未対応,2025年9月10日,アパートの樹木がカーブミラーにかかって見にくい,静岡市駿河区手越原,手越原丸子新田線,,,34.95070346,138.3642655
1386,2025,駿河道路整備課,1908,対応中,2025年9月10日,ポストコーン,静岡市駿河区池田,山脇大谷線,,,34.98559407,138.4225288
1387,2025,清水道路整備課,1850,未対応,2025年9月10日,官民境界の舗装,静岡市清水区草薙杉道２丁目８,草薙杉道二丁目１０号線,舗装,,35.00213406,138.4527567
1388,2025,葵南道路整備課,1831,未対応,2025年9月10日,陥没調査依頼,静岡市葵区羽鳥一丁目９,羽鳥建穂１号線,,,34.98020351,138.3468985
1389,2025,駿河道路整備課,1907,依頼済,2025年9月10日,ポストコーン,静岡市駿河区西島,大浜街道線,構造物,,34.94350208,138.4023861
1390,2025,駿河道路整備課,1906,完了,2025年9月10日,As穴,静岡市駿河区聖一色,長沼栗原線,As穴,2025年9月10日,34.99065317,138.4215597
1391,2025,葵南道路整備課,1829,未対応,2025年9月10日,【お問い合わせフォーム】道路冠水,静岡市葵区鷹匠三丁目22-4地先,静岡環状線,その他,,34.97848497,138.3906153
1392,2025,駿河道路整備課,1904,完了,2025年9月10日,穴ぼこ,静岡市駿河区登呂６丁目２-12,静岡下島線,As穴,2025年9月11日,34.95375712,138.405897
1393,2025,葵南道路整備課,1830,未対応,2025年9月10日,桝から水があふれる,静岡市葵区茶町一丁目１１,金座町馬場町１号線,その他,,34.97699181,138.3769122
1394,2025,駿河道路整備課,1905,対応中,2025年9月10日,三角地の除草・剪定,静岡市駿河区大谷,大谷駿河台団地１号線,,,34.95587096,138.4326421
1395,2025,駿河道路整備課,1903,完了,2025年9月10日,As穴,静岡市駿河区国吉田５丁目１３,静清土地区画１２号線,As穴,2025年9月11日,34.99116766,138.4335235
1396,2025,葵南道路整備課,1827,完了,2025年9月10日,動物死骸（鳥）,静岡市葵区七間町,青葉通線,動物死骸,2025年9月10日,34.97298348,138.3816623
1397,2025,葵南道路整備課,1825,未対応,2025年9月10日,除草依頼,静岡市葵区松富三丁目５,井川湖御幸線,,,35.01430037,138.3752736
1398,2025,葵南道路整備課,1826,完了,2025年9月10日,【道路施設損傷事故】脱輪による側溝擦過,静岡市葵区川合二丁目６－５,川合１４号線,事故,2025年9月12日,35.00310313,138.417687
1399,2025,道路保全課,67,完了,2025年9月10日,動物の死骸,静岡市清水区蒲原,国道１号,動物死骸,2025年9月10日,35.11565438,138.6175313
1400,2025,清水道路整備課,1889,完了,2025年9月11日,道路(舗装の穴など),静岡県静岡市清水区押切静岡ワールドフーズ,押切１号線,As穴,2025年9月12日,35.025992,138.456883
1401,2025,駿河道路整備課,1945,完了,2025年9月11日,動物死骸,静岡市駿河区西大谷13-1,大谷改良区８号線,動物死骸,2025年9月11日,34.95386238,138.425233
1402,2025,葵南道路整備課,1867,未対応,2025年9月11日,道路(舗装の穴など),静岡県静岡市葵区下９９６,下大縄下１号線,,,35.040875,138.383705
1403,2025,葵南道路整備課,1865,未対応,2025年9月11日,街渠桝の詰まり確認,静岡市葵区御幸町3-21付近,追手町音羽町線,側溝,,34.97522451,138.3862337
1404,2025,清水道路整備課,1887,未対応,2025年9月11日,工事現場から雨で土砂が流出、近くの住民の方が大丈夫か気にしている,静岡市清水区浜田町１２,,,,35.01279429,138.4822991
1405,2025,葵南道路整備課,1873,対応中,2025年9月11日,隅切りの舗装,静岡市葵区瀬名五丁目4-58,法定外公共物（道路）,,,35.02193326,138.4194806
1406,2025,清水道路整備課,1886,未対応,2025年9月11日,横断側溝が土砂で詰まっている,静岡市清水区葛沢,茂野島河内線,,,35.11796967,138.458789
1407,2025,清水道路整備課,1885,対応中,2025年9月11日,民地からの木が、道路にかかっている,静岡市清水区折戸１丁目１８,赤道,,,34.98275134,138.5071334
1408,2025,駿河道路整備課,1943,完了,2025年9月11日,鉄板がたつき,静岡市駿河区中島,浜街道線,構造物,2025年9月12日,34.94063483,138.3969003
1409,2025,駿河道路整備課,1941,依頼済,2025年9月11日,歩道の段差がひどい,静岡市駿河区池田,静岡草薙清水線,側溝,,34.98650584,138.4231629
1410,2025,駿河道路整備課,1942,完了,2025年9月11日,道路が傷んでいる,静岡市駿河区中吉田２９,静清土地区画１６号線,,2025年9月12日,34.99777383,138.4366386
1411,2025,清水道路整備課,1941,完了,2025年9月11日,大雨で道路が水浸しになり家の庭に雨水が入ってきてしまう,静岡市清水区興津中町,赤道,,2025年9月16日,35.05975501,138.5241618
1412,2025,駿河道路整備課,1944,完了,2025年9月11日,道路(舗装の穴など),静岡市駿河区敷地１丁目８,高松土地区画４号線,As穴,2025年9月12日,34.95179322,138.4100022
1413,2025,清水道路整備課,1884,依頼済,2025年9月11日,【市民の声】ヒバリヤの駐車場から出るときに歩道の草木で視界不良,静岡市清水区押切,山原大内東名側道線,,,35.03441264,138.4573189
1414,2025,駿河道路整備課,1939,未対応,2025年9月11日,除草依頼,静岡市駿河区聖一色,赤道か河川,,,34.98303553,138.4270698
1415,2025,葵南道路整備課,1862,完了,2025年9月11日,樹木の剪定,静岡市葵区城東町８,安東本町城東町線,その他,2025年9月12日,34.98555655,138.388378
1416,2025,駿河道路整備課,1940,未対応,2025年9月11日,（台風１５号）市道か農道に土砂が溜まっている,静岡市駿河区石部５０,石部西10号線、石部西９号線、もしくは農道,,,34.91428781,138.3534598
1417,2025,駿河道路整備課,1938,完了,2025年9月11日,民地の木が道路通行を妨げている,静岡市駿河区中田１丁目１５,赤道,,2025年9月12日,34.96524803,138.3912288
1418,2025,清水道路整備課,1883,未対応,2025年9月11日,【市民の声】天王町交差点の白線、進行先文字が消えて（薄い）,静岡市清水区天王西５,静岡清水線,区画線,,35.02849508,138.4625721
1419,2025,清水道路整備課,1881,未対応,2025年9月11日,「止まれ」のひき直し,静岡市清水区由比,東方地西線,,,35.10819844,138.5648203
1420,2025,清水道路整備課,1880,未対応,2025年9月11日,防護柵などその他,静岡県静岡市清水区由比３３３－７,東方地西線,,,35.106512,138.565416
1421,2025,清水道路整備課,1879,完了,2025年9月11日,防護柵などその他,静岡県静岡市清水区由比３３３－７,東方地西線,,2025年9月12日,35.106519,138.565443
1422,2025,清水道路整備課,1882,未対応,2025年9月11日,舗装の状態が悪い,静岡市清水区草薙１丁目２１,草薙日本平線,,,35.00118274,138.4453078
1423,2025,清水道路整備課,1878,未対応,2025年9月11日,草刈り,静岡市清水区宮代町５,竹下町永楽２号線,,,35.024618,138.4834689
1424,2025,葵南道路整備課,1860,対応中,2025年9月11日,歩道①穴、②インターロッキング波打っている,静岡市葵区西草深町36-1地先,静岡環状線,,,34.98348237,138.3808735
1425,2025,駿河道路整備課,1937,未対応,2025年9月11日,GRにぶつけた,静岡市駿河区小坂,国道150号,,,34.92536722,138.3553046
1426,2025,清水道路整備課,1877,完了,2025年9月11日,道路(舗装の穴など),静岡県静岡市清水区村松２３８０－４,村松堀込２号線,As穴,2025年9月12日,34.996047,138.48083
1427,2025,駿河道路整備課,1936,未対応,2025年9月11日,街路樹の剪定,静岡市駿河区東新田４丁目１０,（市）東新田区画３３号線,,,34.94329493,138.3758988
1428,2025,清水道路整備課,1873,完了,2025年9月11日,ゴミの回収,静岡市清水区中之郷２丁目９,中之郷６号線,その他,2025年9月16日,35.00077611,138.4388752
1429,2025,清水道路整備課,1875,依頼済,2025年9月11日,【台風15号No.95】法面崩落により車が通れない,静岡市清水区山原,梅ケ谷柏尾１号線,,,35.0491847,138.4637593
1430,2025,清水道路整備課,1874,依頼済,2025年9月11日,街路樹の根が歩道を持ち上げ水がたまる,静岡市清水区緑が丘町２１,村松堀込1号線,,,34.99076368,138.4861235
1431,2025,葵南道路整備課,1858,未対応,2025年9月11日,【道路パトロール】舗装傷み,静岡市葵区黒金町,南町一丁目下島線,,,34.97079866,138.3875414
1432,2025,葵南道路整備課,1859,未対応,2025年9月11日,As穴,静岡市葵区新伝馬三丁目２３,大川静岡線,,,35.00207936,138.3643278
1433,2025,葵南道路整備課,1857,未対応,2025年9月11日,インターロッキングが割れている,静岡市葵区七間町8-20,青葉通線,,,34.97325655,138.381816
1434,2025,葵南道路整備課,1856,未対応,2025年9月11日,【道路パトロール】ポストコーン破損,静岡市葵区東瀬名町、瀬名一丁目,鳥坂４０号線,,,35.0111817,138.4285894
1435,2025,清水道路整備課,1876,対応中,2025年9月11日,土嚢が崩れそう。側溝に土砂が詰まっている。,静岡市清水区村松,旧道日本平線,,,34.98498937,138.4755626
1436,2025,葵南道路整備課,1855,完了,2025年9月11日,【緊急ダイヤル】As穴,静岡市葵区福田ケ谷、下,井川湖御幸線,As穴,2025年9月11日,35.02937031,138.3789249
1437,2025,清水道路整備課,1872,依頼済,2025年9月11日,【台風15号NO.83】路肩洗堀,静岡市清水区草薙,草薙奥２号線,,2025年9月11日,34.9783217,138.4561913
1438,2025,駿河道路整備課,1935,完了,2025年9月11日,(台風15号)敷地内冠水,静岡市駿河区富士見台３丁目１０,富士見台高松線,,2025年9月17日,34.95946136,138.41623
1439,2025,葵南道路整備課,1854,未対応,2025年9月11日,除草,静岡市葵区東鷹匠町７,東鷹匠町線,,,34.98148723,138.39357
1440,2025,清水道路整備課,1871,未対応,2025年9月11日,舗装の凹凸・ヨレ,静岡市清水区築地町１２,国道149号,,,35.00547906,138.4948093
1441,2025,駿河道路整備課,1934,依頼済,2025年9月11日,除草依頼,静岡市駿河区大谷,大谷公社団地４号線,除草,,34.95817042,138.4303351
1442,2025,葵南道路整備課,1852,未対応,2025年9月11日,水たまり,静岡市葵区東千代田三丁目１０－５－２,赤道,その他,,35.00512352,138.4066879
1443,2025,駿河道路整備課,1933,対応中,2025年9月11日,水はけ口が小さい・側溝がたつき,静岡市駿河区曲金７丁目１２,曲金東７号線,,,34.97890684,138.4171508
1444,2025,葵南道路整備課,1851,依頼済,2025年9月11日,除草依頼,静岡市葵区芝原,芝原改良区４号線,除草,,35.01843233,138.3914385
1445,2025,清水道路整備課,1870,完了,2025年9月11日,道路にプラスチックの板が敷いてあり自転者の通行に支障がある,静岡市清水区上原１丁目３,吉川旧東海道線,,2025年9月16日,35.01114581,138.4580626
1446,2025,清水道路整備課,1869,完了,2025年9月11日,側溝(破損・蓋のガタツキなど),静岡県静岡市清水区草薙２１７,草薙奥８号線,,2025年9月12日,34.99658115,138.4504503
1447,2025,葵南道路整備課,1853,未対応,2025年9月11日,冠水,静岡市葵区千代二丁目８,千代２号線,,,34.98291451,138.3532938
1448,2025,葵南道路整備課,1850,完了,2025年9月11日,冠水対策要望,静岡市葵区川合二丁目19-2地先,川合６号線,側溝,2025年9月12日,35.00318887,138.4141022
1449,2025,清水道路整備課,1868,依頼済,2025年9月11日,落枝等の回収,静岡市清水区押切,押切１号線,,,35.02820204,138.458519
1450,2025,清水道路整備課,1867,完了,2025年9月11日,カーブミラーの向きがおかしい,静岡市清水区西久保,清水富士宮線,カーブミラー,2025年9月12日,35.03888882,138.4839285
1451,2025,清水道路整備課,1866,未対応,2025年9月11日,側溝蓋が割れている。,静岡市清水区渋川２丁目１,渋川区画１４号線,,,35.0184772,138.470359
1452,2025,駿河道路整備課,1929,完了,2025年9月11日,舗装,静岡市駿河区下島,西島高松線,舗装,2025年9月12日,34.9479853,138.409177
1453,2025,清水道路整備課,1914,対応中,2025年9月12日,【台風15号No.100】赤道に土砂が溜まっている,静岡市清水区村松,赤道→水路敷,,,34.99207433,138.4828657
1454,2025,清水道路整備課,1913,対応中,2025年9月12日,【HP問い合わせNo65】草薙駅周辺の台風15号による被害について,静岡市清水区草薙１丁目３,草薙駅歩行者専用道線,,,35.00255689,138.4416515
1455,2025,清水道路整備課,1912,対応中,2025年9月12日,R6要望書【№139】斜め掛け鉄板付近の整備,押切66-6,大和町梅ケ谷線,側溝,,35.03746473,138.4552662
1456,2025,葵南道路整備課,1890,未対応,2025年9月12日,側溝(破損・蓋のガタツキなど),静岡県静岡市葵区春日三丁目３－３８,春日一・三丁目１号線,側溝,,34.979256,138.399898
1457,2025,清水道路整備課,1911,依頼済,2025年9月12日,カーブミラーが見にくい,静岡市清水区楠,楠北脇新田線,カーブミラー,,35.01008497,138.4396581
1458,2025,清水道路整備課,1910,対応中,2025年9月12日,【台風15号No.99】路面損傷,静岡市清水区北脇,北脇２８号線,,,35.01861097,138.4620316
1459,2025,清水道路整備課,1934,完了,2025年9月12日,冠水対策,静岡市清水区興津中町1428-1,興津中町２１号線,,2025年9月16日,35.05705197,138.5254682
1460,2025,清水道路整備課,1909,未対応,2025年9月12日,民地からの雑草,静岡市清水区三保,弁天２号線,,,35.00075182,138.5142161
1461,2025,葵南道路整備課,1884,完了,2025年9月12日,動物の死骸,静岡市葵区松富四丁目14-1,松富安部川線,動物死骸,2025年9月12日,35.01894348,138.3724351
1462,2025,葵南道路整備課,1882,依頼済,2025年9月12日,樹木剪定及び除草依頼,静岡市葵区沓谷六丁目20-4外,沓谷古庄巴川排水路線,その他,,34.99465407,138.4144076
1463,2025,清水道路整備課,1908,未対応,2025年9月12日,要望書【№119】八木沢川の橋周辺の除草５か所,静岡市清水区蒲原　神沢、堰沢,八木沢２号線,,,35.11325782,138.5790639
1464,2025,清水道路整備課,1906,完了,2025年9月12日,歩道の植木について,清水区有度本町5-1,静岡草薙清水線,,2025年9月12日,35.00679303,138.4547054
1465,2025,駿河道路整備課,1967,対応中,2025年9月12日,ラインが消えている。,静岡市駿河区丸子新田,（市）丸子新田広野三丁目線,,,34.95515207,138.3682465
1466,2025,清水道路整備課,1907,未対応,2025年9月12日,グレーチング　→　コンクリート蓋,静岡市清水区高橋１丁目９,八坂西町高橋二丁目線,,,35.03263734,138.4754064
1467,2025,駿河道路整備課,1968,依頼済,2025年9月12日,側溝(破損・蓋のガタツキなど),静岡市駿河区中田３丁目９,中央地下道中田線,側溝,,34.9609658,138.3957216
1468,2025,駿河道路整備課,1966,対応中,2025年9月12日,ラインが消えている。,静岡市駿河区丸子新田,手越東新田丸子新田線,,,34.95536899,138.3679553
1469,2025,葵南道路整備課,1881,未対応,2025年9月12日,【道路施設損傷事故】照明灯接触事故,静岡市葵区大岩四丁目６-20地先,安東中央幹線,事故,,35.00349984,138.3830754
1470,2025,清水道路整備課,1904,未対応,2025年9月12日,歩道の雑草,静岡市清水区迎山町１,駒越富士見線,,,34.97799765,138.4945469
1471,2025,清水道路整備課,1905,依頼済,2025年9月12日,【台風15号№98】倒木,静岡市清水区宍原,清水富士宮線,,,35.15515409,138.535241
1472,2025,清水道路整備課,1903,依頼済,2025年9月12日,法面上の段差部分の除草,静岡市清水区草薙220,草薙つつじが丘団地１号線,,,34.99458771,138.4494603
1473,2025,清水道路整備課,1902,未対応,2025年9月12日,高架橋上の木が、はみ出てきている,静岡市清水区駒越西１丁目９,駒越富士見線,,,34.97486473,138.4968187
1474,2025,駿河道路整備課,1964,対応中,2025年9月12日,斜面（私有地）からの土砂流出,静岡市駿河区大谷,大谷洋光台団地１１号線,,,34.9524163,138.4333326
1475,2025,駿河道路整備課,1963,依頼済,2025年9月12日,（台風１５号）落下物,静岡市駿河区敷地１丁目８,高松土地区画４号線,その他,,34.95125238,138.4092457
1476,2025,清水道路整備課,1901,完了,2025年9月12日,赤道の除草をしてほしい,静岡市清水区吉川,吉川２３号線,,2025年9月12日,35.01988604,138.4590914
1477,2025,駿河道路整備課,1961,対応中,2025年9月12日,カーブミラーの設置要望,静岡市駿河区曲金３丁目１,曲金二丁目曲金線,,,34.97356458,138.4086318
1478,2025,駿河道路整備課,1962,完了,2025年9月12日,（台風１５号）道路上の泥を回収して玄関先に置いてあるので、回収してほしい。,静岡市駿河区向敷地３丁目８,向敷地前田通２号線,,2025年9月16日,34.95992967,138.3566606
1479,2025,駿河道路整備課,1960,完了,2025年9月12日,舗装要望,静岡市駿河区曲金２丁目２,曲金一・二丁目線,,2025年9月16日,34.97609843,138.4048021
